beer_beerid,beer_style,beer_style_id,beer_name
49542,Herbed / Spiced Beer,66,Lurisia Dodici
52226,Belgian Strong Pale Ale,26,Erika
39461,Belgian Strong Pale Ale,26,Lurisia Dieci
50591,Belgian Pale Ale,24,Open Baladin
49540,Herbed / Spiced Beer,66,Lurisia Quattro
29197,Belgian Strong Dark Ale,25,Noël Chocolat
49231,English Barleywine,42,30 E Lode
37411,Herbed / Spiced Beer,66,Baladin Nora Sour Edition 2005
4774,Belgian Strong Pale Ale,26,Super Baladin
47825,Belgian Strong Pale Ale,26,Super Cheese
49345,Belgian Strong Dark Ale,25,Lurisia Otto
34441,English Barleywine,42,Xyauyù Etichetta Rame (Copper)
24025,Belgian Strong Pale Ale,26,Elixir
75695,Belgian Pale Ale,24,Nazionale
65344,Munich Dunkel Lager,80,Andreasbräu Dunkel
65343,German Pilsener,61,Andreasbräu Pils
31151,American IPA,12,Portside IPA
46479,Fruit / Vegetable Beer,60,Blackberry Oatmeal Ale
31598,American Pale Ale (APA),14,Alberta Pale Ale
48465,American Pale Ale (APA),14,La Pubilla Cerveza Artesanal
31800,American Amber / Red Ale,2,Inclusion Amber
43619,Cream Ale,35,Concordia Cream Ale
72910,American Pale Ale (APA),14,Samuel Jackson Pale Ale
43638,American Porter,17,Penfold Porter
31150,American Porter,17,Perfect Porter
35977,American Stout,18,Darkside Stout
43637,American Amber / Red Ale,2,Razorback Red
43636,American IPA,12,Starboard IPA
31147,Extra Special / Strong Bitter (ESB),55,Kitchen Sink
17905,Hefeweizen,65,Uerige Weizen
34210,Altbier,0,Uerige Altbier (Unfiltered)
6355,Altbier,0,Uerige Altbier (Classic)
10300,American Pale Ale (APA),14,Motor City Brewing Pale Ale
74727,Altbier,0,Uerige Doppesticke Aged In Ransom Pinot Noir/Whiskey Barrels
9390,American Adjunct Lager,1,Belikin
37207,American Adjunct Lager,1,Lighthouse Lager
12675,American Pale Lager,15,Belikin Premium
57396,American Barleywine,4,Ol Oku
12334,English Stout,50,Belikin Stout
21474,American Porter,17,Passout Porter
55859,American Adjunct Lager,1,Belikin Draft
65865,Munich Dunkel Lager,80,Kleines Eifeler Dunkel
64752,Kölsch,73,Summertime Ale
62995,American Porter,17,Doc's American Porter
63669,Russian Imperial Stout,89,Black Saddle
18307,Euro Pale Lager,53,Saint-Omer
21476,Dubbel,39,Grand Cru
60611,American Porter,17,Arsenal Porter
47246,Extra Special / Strong Bitter (ESB),55,Gunner ESB
46739,American Double / Imperial IPA,9,IPA3 Aka Cubed
23231,American IPA,12,TMBC IPA
47247,American Brown Ale,7,Grandma's Brown
68448,American Pale Wheat Ale,16,Honey Wheat
46735,Euro Strong Lager,54,Imperial Billsner
46736,Light Lager,76,Cabo
46737,California Common / Steam Beer,33,Steam
30825,American Pale Ale (APA),14,Triple Play Pale Ale
47257,Milk / Sweet Stout,79,Milkshake Stout
23232,Rye Beer,90,Red Rye
21475,German Pilsener,61,Pilzz
23230,American Barleywine,4,Oblivion Express
51355,Bière de Garde,29,Bière D'Abbaye
31524,Euro Pale Lager,53,Bière Blonde De Tradition - Bière De Luxe
71435,Euro Strong Lager,54,Bière Spéciale Blonde Extra Forte
36881,Flanders Oud Bruin,57,Brune Du Brasseur
28815,Witbier,103,Blanche Du Brasseur
56077,Belgian Pale Ale,24,Abbaye Saint Paul De Wisques Abdijbier
43370,Euro Pale Lager,53,Tesco Bière Blonde
27073,Bière de Garde,29,Blonde Du Brasseur (Bière Blonde)
27089,Bière de Garde,29,Réserve Du Brasseur (Bière Ambrée)
34320,Belgian Dark Ale,22,Biere Noel
43462,Bière de Garde,29,Saint Bertin
54638,Weizenbock,100,Wilder Mann
54631,Herbed / Spiced Beer,66,Lenins Hanf
11913,American Dark Wheat Ale,8,Motor City Brewing Amber Wheat
3480,English Dark Mild Ale,45,Motor City Brewing Ghettoblaster
47301,Czech Pilsener,36,Motor City Motown Lager
35066,American Pale Lager,15,Motor City Lager
45021,Märzen / Oktoberfest,82,Motor City Brewing Oktoberfest Lager
35068,Old Ale,84,Motor City Vintage 90W4
40516,American IPA,12,Motor City 120W-60
40485,American Pale Ale (APA),14,Motor City 90W-40
21887,American Strong Ale,19,Motor City Brewing Strong Ale
4598,American Porter,17,Motor City Brewing Honey Porter
47083,Herbed / Spiced Beer,66,Puls Hele Meeõlu
51761,English Porter,49,Unplugged Old English Porter
58691,California Common / Steam Beer,33,Greenfield Village Steam Station
11911,American Stout,18,Motor City Corktown Stout
50464,Flanders Oud Bruin,57,Motor City Motor Oil
75653,American Pale Wheat Ale,16,Motor City Summer Brew
42869,Extra Special / Strong Bitter (ESB),55,Winterlong Dark Bitter
19890,American Amber / Red Ale,2,Dog Leg Right Amber Ale
49382,Herbed / Spiced Beer,66,Puls Jäägri Õlu (Puls Hunters' Beer)
49411,Munich Dunkel Lager,80,Puls Tume Lager
49495,Fruit / Vegetable Beer,60,Puls Tume Kirsiõlu (Puls Dark Cherry Beer)
48820,Märzen / Oktoberfest,82,Puls Märzen
49009,Munich Dunkel Lager,80,Puls Jõululegend Tume Õlu
23914,Hefeweizen,65,Workin' Like A Dog Hefeweizen
16501,Czech Pilsener,36,Dog Eat Dog Pilsner
16502,American IPA,12,Dog Days Of Summer India Pale Ale
17111,English Stout,50,Superior Stout
16564,English Pale Ale,47,Red Ale
23969,Schwarzbier,93,Black Lager
17029,English Brown Ale,44,Strong Brown Ale
22401,English Stout,50,Barilla Bay Oyster Stout
18438,Kristalweizen,71,Wheat Beer
16239,Belgian Strong Pale Ale,26,Triple Malt
16209,English India Pale Ale (IPA),46,India Pale Ale
21868,American Blonde Ale,6,Pale Ale
16539,American Porter,17,Leatherwood Porter
1956,American IPA,12,Hop Hearty Ale
2903,Dunkelweizen,40,Copper Kettle Weiss
47539,Hefeweizen,65,Crack'd Wheat
65372,Smoked Beer,97,Unplugged Smoked Rye Ale
72382,Kristalweizen,71,Laughing Fox
3325,German Pilsener,61,Edel-Pils
3292,Keller Bier / Zwickel Bier,70,Zwickel
21803,Flanders Oud Bruin,57,Unplugged Sour Brown Ale
3239,American Amber / Red Ale,2,Snowshoe Red Ale
56738,American Pale Ale (APA),14,Moon Man
6075,Märzen / Oktoberfest,82,Staghorn Octoberfest
45821,Altbier,0,Alt
3149,German Pilsener,61,Home Town Blonde
3980,Hefeweizen,65,Solstice
35281,Belgian Pale Ale,24,Stone Soup
37221,Doppelbock,37,Unplugged Bourbon Barrel Bock
14403,Russian Imperial Stout,89,Unplugged Imperial Stout
24073,American Double / Imperial IPA,9,Unplugged Imperial IPA
47733,English Barleywine,42,Unplugged Iced Barleywine
28267,Oatmeal Stout,83,Road Slush Stout
73216,Dubbel,39,Thumbprint Chocolate Abbey
2810,American Stout,18,Coffee Stout
60554,American Wild Ale,20,R&D Gueuze
62521,Czech Pilsener,36,Sarajevska Premium
39527,American Porter,17,Unplugged Smoke On The Porter
28716,Extra Special / Strong Bitter (ESB),55,Challenger
28268,Keller Bier / Zwickel Bier,70,Yokel
16906,Tripel,98,Euphoria
60588,American Wild Ale,20,R&D Bourbon Barrel Kriek
1577,Fruit / Vegetable Beer,60,Wisconsin Belgian Red
26777,American Amber / Red Ale,2,Red Ale
26776,American Brown Ale,7,Hazelnut Christmas Ale
39516,American Pale Ale (APA),14,Organic Revolution
40956,Weizenbock,100,Unplugged Imperial Weizen
4146,Extra Special / Strong Bitter (ESB),55,Copperhead ESB
72490,American Black Ale,5,Black Top
29659,American Double / Imperial IPA,9,GFYPA
51187,Belgian Pale Ale,24,R&D Golden Ale
7482,Eisbock,41,Unplugged Eisbock
4189,Kölsch,73,Kounterfeit Kölsch
26180,English Barleywine,42,Tail Wagger Barley Wine
9900,English Brown Ale,44,Fat Squirrel Ale
26088,Smoked Beer,97,Unplugged Smoked Rye Bock
44942,Czech Pilsener,36,Unplugged Bohemian Lager
6416,Maibock / Helles Bock,78,Norski
4194,Dubbel,39,Delerium Dubbel
60675,Quadrupel (Quad),86,Unplugged Abt
4193,German Pilsener,61,Phoenix Pils
67556,American Double / Imperial IPA,9,Thumb Print IIPA
44703,Fruit / Vegetable Beer,60,Vitale Aux Framboises
15439,Oatmeal Stout,83,Nor Easter
29016,Witbier,103,Midnight Wit
43787,American Amber / Red Lager,3,Fat Boy
9884,Tripel,98,Unplugged Triple
28609,Eisbock,41,Symposium Eisbock
53433,American Wild Ale,20,Unplugged Cranbic Ale
34211,Czech Pilsener,36,Bohemian Pilsener
34214,American Porter,17,Porter 442
34212,American Pale Wheat Ale,16,Wheat
22264,Belgian Strong Dark Ale,25,Casta Castaña
3696,Belgian Strong Pale Ale,26,Casta Milenia
3866,English Pale Ale,47,Casta Bruna (Pale Ale)
48164,American Dark Wheat Ale,8,Buckwheat After Dark
35198,Quadrupel (Quad),86,Unplugged Belgian Quadruple
57232,Belgian Strong Dark Ale,25,Courage
4334,Scottish Ale,95,Casta Morena (Dark Ale)
3830,American Blonde Ale,6,Casta Dorada (Golden Ale)
27857,American Porter,17,Old Leghumper
61434,English Barleywine,42,Enigma
28717,Old Ale,84,Twisted Ankle
34400,American Pale Ale (APA),14,Vitale
47372,Keller Bier / Zwickel Bier,70,Sarajevska Svijetlo Nefiltrinano
22506,Euro Pale Lager,53,Sarajevo Beer
47373,Euro Dark Lager,52,Sarajevska Tamno Filtrirano
41969,Fruit / Vegetable Beer,60,KKO (Brasserie De La Soif)
41974,Witbier,103,Finefont
3330,Euro Pale Lager,53,Casablanca
3289,English Brown Ale,44,Contrebandier
11228,Fruit / Vegetable Beer,60,Willy Wolf
11227,American Amber / Red Ale,2,Barbe Torte
49812,Fruit / Vegetable Beer,60,Raspberry Chocolate Porter
50700,Dortmunder / Export Lager,38,Honey Dew
45680,English Pale Mild Ale,48,Golding Bitter
61435,German Pilsener,61,Sauvin Pils
49813,Oatmeal Stout,83,Oatmeal Stout
74369,English Barleywine,42,Red Zone Enigma
37840,American Barleywine,4,Epiphany
57882,American IPA,12,India Pale Ale
28715,American Pale Ale (APA),14,Yale
33265,Munich Helles Lager,81,Eittinger Hell
18743,Munich Dunkel Lager,80,Eittinger Urtyp Dunkel
61201,American Pale Wheat Ale,16,V & T Honey Ale
60296,American IPA,12,India Pale Ale
65433,Fruit / Vegetable Beer,60,Vitale Aux Pêches
63883,Fruit / Vegetable Beer,60,Lime Mortelle
34398,Witbier,103,Ivrest
68750,Herbed / Spiced Beer,66,La Miseaprix
41365,Fruit / Vegetable Beer,60,L'Armûre
41324,Belgian Strong Dark Ale,25,Infernale
65693,Scotch Ale / Wee Heavy,94,La Patriote
24134,American Stout,18,Noire Soeur
41903,Fruit / Vegetable Beer,60,Vitale Aux Bleuets
69450,Herbed / Spiced Beer,66,Desérables
24159,American IPA,12,Malt Aimée
34399,American Pale Ale (APA),14,Hawaïenne
47209,Herbed / Spiced Beer,66,Goliath
38183,American Amber / Red Ale,2,Grimousse
20326,German Pilsener,61,Pilsen
58961,Munich Dunkel Lager,80,Falke Lager Dunkel
35059,Tripel,98,Falke Tripel Monasterium
77105,Hefeweizen,65,Estrada Real Weiss
35056,Schwarzbier,93,Ouro Preto
58934,American IPA,12,Estrada Real IPA
35050,Vienna Lager,99,Red Baron
42384,Hefeweizen,65,Murrieta Hefeweizen
42386,Light Lager,76,Blonde
42383,American Porter,17,Triple Dark Porter
65518,American Pale Ale (APA),14,Pamola Xtra Pale Ale
74632,American Amber / Red Ale,2,Amber Road Amber Ale
32389,American Strong Ale,19,Bourbon Aged Hedonism
22502,American Amber / Red Ale,2,Hedonism Ale
669,American Malt Liquor,13,Haffenreffer Private Stock
57804,American Strong Ale,19,Black Mariah
54612,Quadrupel (Quad),86,Belsnickler Ale
62009,German Pilsener,61,Das Braü
61982,English Pale Ale,47,Honey Pale Ale
49368,English Stout,50,Old King Coal Stout
53425,Pumpkin Ale,85,Potbelly Pumpkin Ale
49369,American Blonde Ale,6,Goldies Blond Ale
56637,American Double / Imperial IPA,9,16 Ton IPA
51639,American IPA,12,I Love PA
69191,Saison / Farmhouse Ale,92,Quiet Canary
49370,Scottish Ale,95,Malty Maguire
51527,Fruit / Vegetable Beer,60,Strawberry Goldies Blonde Ale
15487,Hefeweizen,65,Karg Weißbier Hell
49367,American Amber / Red Ale,2,Anthracite Ale
61388,American Black Ale,5,Black Diamond IPA
26837,Weizenbock,100,Karg Weizen-Bock
26836,Dunkelweizen,40,Karg Dunkles Hefe-Weißbier
73763,Märzen / Oktoberfest,82,Oktoberfest
61226,American Amber / Red Ale,2,Twisted Stick
60621,American Pale Ale (APA),14,Sunshine
44059,American IPA,12,Grog
60863,American Porter,17,Portneuf Porter
44912,American IPA,12,IPA
61015,Extra Special / Strong Bitter (ESB),55,Bitter Bitch
35762,American Stout,18,Midnight Satin
60545,American Pale Wheat Ale,16,Krystal Weizen
60510,American Brown Ale,7,Belligerent Ass
39466,Lambic - Fruit,74,Kriek
34655,American IPA,12,King Street Ale
43859,Dubbel,39,Dear Abbey Dubbel
23987,German Pilsener,61,Reading Pils
30638,Altbier,0,Bixlers Alt
22407,American IPA,12,Heavy Handed Hops
48020,Belgian Dark Ale,22,Bruin Ale
15440,California Common / Steam Beer,33,Steam Horse Lager
16654,American Pale Ale (APA),14,Legacy Pale Ale
32815,Altbier,0,Brown Aled Girl
34924,Belgian Strong Pale Ale,26,Fantasy
27072,Witbier,103,Blue Dog White Ale
14909,American IPA,12,Duke Of Ale
34213,American Pale Wheat Ale,16,Raspberry Wheat
32939,Cream Ale,35,Michigan Cream Ale
44927,Oatmeal Stout,83,Black River Stout
20340,Belgian Strong Dark Ale,25,Casta Única
40813,Smoked Beer,97,Bravoure
3730,American Pale Wheat Ale,16,Casta Triguera (Wheat Ale)
74842,Herbed / Spiced Beer,66,Bravoure O.A.S.E. (Oak And Spice Experiment)
74703,Belgian Strong Dark Ale,25,Embrasse Peated Oak Aged
55815,Gueuze,63,L'enfant Terrible
59556,Tripel,98,Finesse
76099,Belgian IPA,23,Belle-Fleur
42461,Belgian Pale Ale,24,Noblesse
50699,Belgian Strong Dark Ale,25,Embrasse
67206,Belgian Strong Dark Ale,25,Embrasse Special Edition
65513,Belgian IPA,23,Noblesse Extra Ordinaire
26778,American Adjunct Lager,1,New London Lager
26775,Bock,31,Jingle Bell Bock Beer
25359,Scotch Ale / Wee Heavy,94,Tree Frog Ale
14988,American Amber / Red Ale,2,Reindeer Ale
64732,American IPA,12,B-Rad's IPA
2797,Foreign / Export Stout,59,Stonehenge Stout
40324,American Barleywine,4,Batch One
25361,American Pale Ale (APA),14,Bug Light
49402,Rye Beer,90,Red Rock Rye
19085,American Brown Ale,7,Brickhouse  Ale
70631,Maibock / Helles Bock,78,It's A Hoppy Bock
68781,American IPA,12,Hop Grenade
67861,American Pale Ale (APA),14,SHE Falconer's Flight
68696,American Porter,17,Porcini Porter
76120,American Pale Ale (APA),14,Single Hop Experience Pacific Gem
61687,Baltic Porter,21,Collaborative Evil 2010 Baltic Porter
68799,American Wild Ale,20,25th Anniversary Sour (Pinot Noir And Bourbon Barrel Aged)
3979,German Pilsener,61,Punchie's Left Coast Pilsner
68801,American Pale Ale (APA),14,Single Hop Experience - Falconer's Flight
2905,American Pale Ale (APA),14,Northside Pale
77081,Scotch Ale / Wee Heavy,94,PennyPacker 120
60190,American Stout,18,Sour Cherry Stout Aged In Bourbon Barrels
48335,Milk / Sweet Stout,79,Dimmer's Switch
68798,American Wild Ale,20,Reunion Tour Sour
30536,American Stout,18,Death Star
23393,Doppelbock,37,Batch 3000 Millennium Bock
46807,Wheatwine,101,Truth Serum
55940,American Double / Imperial IPA,9,IIMAXX Imperial IPA
64784,American Pale Ale (APA),14,Bitter Holiday
2796,American IPA,12,IPAX India Pale Ale
30535,Vienna Lager,99,Tres Pjedras
4348,American Malt Liquor,13,Titanium
71877,American Pale Ale (APA),14,Single Hop Experience - Delta
46868,American Pale Ale (APA),14,Bug Juice Ale
42730,American Porter,17,Onyx Porter
58847,American Double / Imperial IPA,9,Sofa King Hoppy Imperial IPA
25357,American Pale Ale (APA),14,Pinnacle Pale Ale
64748,American IPA,12,Festivus MiracALE
66129,English Pale Ale,47,7 Fity
3978,American Amber / Red Ale,2,Red Rock Ale
76094,American IPA,12,Pre-Invasion
71852,American IPA,12,Kannigedda IPA
71879,English Bitter,43,Jake's Back Bitter
41554,American Double / Imperial Stout,11,Imperial Stout
46640,American Pale Ale (APA),14,Harvest Ale
54030,American Double / Imperial IPA,9,Hop Soup
22177,American Double / Imperial IPA,9,Double IPAX
50811,Hefeweizen,65,Millstone Wheat Beer
25360,English Brown Ale,44,Dragon's Milk
50033,American Porter,17,Rugporter
57896,American Pale Ale (APA),14,Demolition
53208,English Barleywine,42,Brass Knuckles
36695,American Amber / Red Ale,2,Monkey Head
64746,American Double / Imperial Stout,11,Barrel Aged Keyser Soze
61029,California Common / Steam Beer,33,Fusion
76293,American Pale Ale (APA),14,Single Hop Experience Nelson
30556,Fruit / Vegetable Beer,60,Orange
66128,American Barleywine,4,Bunny's Toe
50812,Russian Imperial Stout,89,Keyser Soze
50024,American IPA,12,IPA
51253,American IPA,12,RBSG IPA
72770,German Pilsener,61,Popsum Pils
35253,American Barleywine,4,Triple Rock Odyssey Ale
64682,American Strong Ale,19,Beachwood 4th Anniversary Ale
72141,American Wild Ale,20,25th Anniversary Sour (Bourbon Barrel Aged)
72769,Baltic Porter,21,Puddy Porter
66386,Milk / Sweet Stout,79,White Chocolate Milk Stout
54376,American Pale Ale (APA),14,Triple Rock Single Hop Experience - Amarillo
56132,American Barleywine,4,Orion
55544,American IPA,12,Laurel IPA
77111,American Double / Imperial Stout,11,Black Amethyst
43748,American Porter,17,Black Rock Porter
67860,Fruit / Vegetable Beer,60,Black & Blue
72768,American IPA,12,The Dankness
50021,Bière de Garde,29,Forårsbryg
61232,Hefeweizen,65,Citra Weiss
58505,American Amber / Red Ale,2,Red Nitro
55035,American Black Ale,5,Black Nitro
69810,Quadrupel (Quad),86,Hr. Papsø On Acid
73278,American Pale Ale (APA),14,Christianshavn Pale Ale
73349,Belgian Strong Dark Ale,25,The Sinner Series - Lust
45891,American IPA,12,Hopgasm
75941,Baltic Porter,21,Drei Von Dänen
41451,Belgian Strong Pale Ale,26,Høst Bryg
74398,American Double / Imperial IPA,9,Rated XxX
50029,American Barleywine,4,Amager Mikkeller Trækølle
50030,American Double / Imperial IPA,9,Nitro
50018,American Blonde Ale,6,Bryggens Blond
4187,American Porter,17,Blackbird Porter
50022,American Stout,18,Fru Frederiksen
50032,American Double / Imperial IPA,9,Rated XX
46750,Quadrupel (Quad),86,Hr. Papsø
74403,American Pale Lager,15,Hop To Conclusion
41813,Belgian Strong Dark Ale,25,Julebryg 2007
45227,American Barleywine,4,Amager Mikkeller Kølle
63580,English Barleywine,42,Galanthus Nivalis
31308,Kölsch,73,Light Rock
56370,American Double / Imperial Stout,11,Amager Ølbutikken 5 (IIIII)
41453,Russian Imperial Stout,89,Hr. Frederiksen
46899,Dubbel,39,Julebryg 2008
22789,Belgian Pale Ale,24,Fish Paralyzer
66515,American Brown Ale,7,Julebryg 2010
50031,Russian Imperial Stout,89,Old Imperial
66642,Russian Imperial Stout,89,Hr. Frederiksen (Portvinslagret)
46738,Russian Imperial Stout,89,Danish Beerhouse Barrel Aged Imperial Stout
62008,Flanders Red Ale,58,Dicentra Cucullaria
61230,American Black Ale,5,Double Black IPA
73350,American Double / Imperial IPA,9,The Sinner Series - Gluttony
68009,Russian Imperial Stout,89,Colocoff
41452,Tripel,98,Dragør Tripel
57484,American Porter,17,MurpHill
50019,Old Ale,84,Danish Beerhouse Barrel Aged Old Man's Ale
41455,American Strong Ale,19,Imperial Brown Ale
43902,California Common / Steam Beer,33,Summer Fusion
73486,American Double / Imperial Stout,11,Hr. Frederiksen Whisky Barrel
69496,Herbed / Spiced Beer,66,Fælled
65015,Dubbel,39,Lumbergh Dubbel
45832,Scottish Ale,95,Kilt Lifter Scotch Ale
18455,Belgian Pale Ale,24,Afterglow Flanders Blonde
71363,Hefeweizen,65,Humdinger Hefeweizen
10555,Witbier,103,Belgian Wit
7479,Irish Dry Stout,67,Dodgey's Dry Irish Stout
51012,Tripel,98,Long Strange Triple
44530,English Barleywine,42,Blackfriars Barleywine
3933,Dunkelweizen,40,Dunkelweizen
66296,English Dark Mild Ale,45,Brave Sir Robin's English Mild
53837,Irish Red Ale,68,O'Dempsey's Big Red
3934,Maibock / Helles Bock,78,Me262 Maibock
52029,Saison / Farmhouse Ale,92,Farmhouse Ale
60432,American Pale Ale (APA),14,Damage Control
14245,Belgian Dark Ale,22,Kartoon Brune
68961,Scotch Ale / Wee Heavy,94,AAAH... Bacon! Scotch Ale
69668,Maibock / Helles Bock,78,Maibock
3932,Märzen / Oktoberfest,82,Seven Sisters Münchner
16361,Bock,31,Kidd Bock
52030,Extra Special / Strong Bitter (ESB),55,285 Gridlock ESB
57159,Irish Dry Stout,67,No Blarney Stout
4195,Bock,31,Transcendental Bock
48736,Irish Red Ale,68,McNerney's Irish Red
4184,Munich Helles Lager,81,Munich Helles
65014,Scotch Ale / Wee Heavy,94,Redneck Reindeer
51763,Fruit / Vegetable Beer,60,Barrel Aged Raspberry TruffAle
4185,American IPA,12,Lionheart Pale Ale
15315,American IPA,12,Spiney Norman IPA
4196,American Pale Ale (APA),14,Big Hoppy Monster
3931,Scotch Ale / Wee Heavy,94,Glenkevin Wee Heavy Scotch Ale
4192,Märzen / Oktoberfest,82,Bavarian Ecstasy Festbier
4148,English Brown Ale,44,Nut Brown Ale
47660,Scotch Ale / Wee Heavy,94,Bourbon Trail Scotch Ale
4191,Altbier,0,Düsseldorf Alt
61632,Czech Pilsener,36,Happy Pils
